// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 2 exe(s) in Parallel: Start   *****
// ***** Done, took 00:02:08 (128.87 sec)   *****
// Found 2 benchmarks:
//   SkipToListBenchmark.SkipTakeToList: Job-HFWDAV(Runtime=.NET 10.0, Toolchain=net10.0)
//   SkipToListBenchmark.SkipTakeToList: Job-NFJGQR(Runtime=.NET 9.0, Toolchain=net9.0)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
WorkloadActual  30: 16384 op, 136327000.00 ns, 8.3207 us/op
WorkloadActual  31: 16384 op, 134130000.00 ns, 8.1866 us/op
WorkloadActual  32: 16384 op, 129325600.00 ns, 7.8934 us/op
WorkloadActual  33: 16384 op, 136290800.00 ns, 8.3185 us/op
WorkloadActual  34: 16384 op, 138872200.00 ns, 8.4761 us/op
WorkloadActual  35: 16384 op, 138911900.00 ns, 8.4785 us/op
WorkloadActual  36: 16384 op, 129744800.00 ns, 7.9190 us/op
WorkloadActual  37: 16384 op, 131136900.00 ns, 8.0040 us/op
WorkloadActual  38: 16384 op, 132278200.00 ns, 8.0736 us/op
WorkloadActual  39: 16384 op, 129745800.00 ns, 7.9191 us/op
WorkloadActual  40: 16384 op, 137067300.00 ns, 8.3659 us/op
WorkloadActual  41: 16384 op, 133545200.00 ns, 8.1510 us/op
WorkloadActual  42: 16384 op, 135777300.00 ns, 8.2872 us/op
WorkloadActual  43: 16384 op, 135694900.00 ns, 8.2822 us/op
WorkloadActual  44: 16384 op, 129997100.00 ns, 7.9344 us/op
WorkloadActual  45: 16384 op, 137745600.00 ns, 8.4073 us/op
WorkloadActual  46: 16384 op, 130401300.00 ns, 7.9591 us/op
WorkloadActual  47: 16384 op, 134365000.00 ns, 8.2010 us/op
WorkloadActual  48: 16384 op, 134313600.00 ns, 8.1979 us/op
WorkloadActual  49: 16384 op, 133797400.00 ns, 8.1663 us/op
WorkloadActual  50: 16384 op, 135833900.00 ns, 8.2906 us/op
WorkloadActual  51: 16384 op, 135707100.00 ns, 8.2829 us/op
WorkloadActual  52: 16384 op, 130268300.00 ns, 7.9509 us/op
WorkloadActual  53: 16384 op, 132617200.00 ns, 8.0943 us/op
WorkloadActual  54: 16384 op, 136498300.00 ns, 8.3312 us/op
WorkloadActual  55: 16384 op, 131087700.00 ns, 8.0010 us/op

// AfterActualRun
WorkloadResult   1: 16384 op, 135293750.00 ns, 8.2577 us/op
WorkloadResult   2: 16384 op, 126955050.00 ns, 7.7487 us/op
WorkloadResult   3: 16384 op, 126769850.00 ns, 7.7374 us/op
WorkloadResult   4: 16384 op, 128659750.00 ns, 7.8528 us/op
WorkloadResult   5: 16384 op, 131049350.00 ns, 7.9986 us/op
WorkloadResult   6: 16384 op, 110868850.00 ns, 6.7669 us/op
WorkloadResult   7: 16384 op, 111258250.00 ns, 6.7907 us/op
WorkloadResult   8: 16384 op, 131742050.00 ns, 8.0409 us/op
WorkloadResult   9: 16384 op, 128005250.00 ns, 7.8128 us/op
WorkloadResult  10: 16384 op, 136807350.00 ns, 8.3501 us/op
WorkloadResult  11: 16384 op, 135574050.00 ns, 8.2748 us/op
WorkloadResult  12: 16384 op, 124619050.00 ns, 7.6061 us/op
WorkloadResult  13: 16384 op, 131348650.00 ns, 8.0169 us/op
WorkloadResult  14: 16384 op, 128742650.00 ns, 7.8578 us/op
WorkloadResult  15: 16384 op, 129289650.00 ns, 7.8912 us/op
WorkloadResult  16: 16384 op, 131062050.00 ns, 7.9994 us/op
WorkloadResult  17: 16384 op, 125589150.00 ns, 7.6654 us/op
WorkloadResult  18: 16384 op, 128829150.00 ns, 7.8631 us/op
WorkloadResult  19: 16384 op, 125668850.00 ns, 7.6702 us/op
WorkloadResult  20: 16384 op, 126379650.00 ns, 7.7136 us/op
WorkloadResult  21: 16384 op, 126147950.00 ns, 7.6995 us/op
WorkloadResult  22: 16384 op, 131762250.00 ns, 8.0421 us/op
WorkloadResult  23: 16384 op, 130992750.00 ns, 7.9952 us/op
WorkloadResult  24: 16384 op, 119711350.00 ns, 7.3066 us/op
WorkloadResult  25: 16384 op, 134494850.00 ns, 8.2089 us/op
WorkloadResult  26: 16384 op, 130452150.00 ns, 7.9622 us/op
WorkloadResult  27: 16384 op, 131060750.00 ns, 7.9993 us/op
WorkloadResult  28: 16384 op, 131149750.00 ns, 8.0047 us/op
WorkloadResult  29: 16384 op, 135888150.00 ns, 8.2940 us/op
WorkloadResult  30: 16384 op, 133691150.00 ns, 8.1599 us/op
WorkloadResult  31: 16384 op, 128886750.00 ns, 7.8666 us/op
WorkloadResult  32: 16384 op, 135851950.00 ns, 8.2917 us/op
WorkloadResult  33: 16384 op, 138433350.00 ns, 8.4493 us/op
WorkloadResult  34: 16384 op, 138473050.00 ns, 8.4517 us/op
WorkloadResult  35: 16384 op, 129305950.00 ns, 7.8922 us/op
WorkloadResult  36: 16384 op, 130698050.00 ns, 7.9772 us/op
WorkloadResult  37: 16384 op, 131839350.00 ns, 8.0468 us/op
WorkloadResult  38: 16384 op, 129306950.00 ns, 7.8923 us/op
WorkloadResult  39: 16384 op, 136628450.00 ns, 8.3391 us/op
WorkloadResult  40: 16384 op, 133106350.00 ns, 8.1242 us/op
WorkloadResult  41: 16384 op, 135338450.00 ns, 8.2604 us/op
WorkloadResult  42: 16384 op, 135256050.00 ns, 8.2554 us/op
WorkloadResult  43: 16384 op, 129558250.00 ns, 7.9076 us/op
WorkloadResult  44: 16384 op, 137306750.00 ns, 8.3805 us/op
WorkloadResult  45: 16384 op, 129962450.00 ns, 7.9323 us/op
WorkloadResult  46: 16384 op, 133926150.00 ns, 8.1742 us/op
WorkloadResult  47: 16384 op, 133874750.00 ns, 8.1711 us/op
WorkloadResult  48: 16384 op, 133358550.00 ns, 8.1396 us/op
WorkloadResult  49: 16384 op, 135395050.00 ns, 8.2639 us/op
WorkloadResult  50: 16384 op, 135268250.00 ns, 8.2561 us/op
WorkloadResult  51: 16384 op, 129829450.00 ns, 7.9242 us/op
WorkloadResult  52: 16384 op, 132178350.00 ns, 8.0675 us/op
WorkloadResult  53: 16384 op, 136059450.00 ns, 8.3044 us/op
WorkloadResult  54: 16384 op, 130648850.00 ns, 7.9742 us/op

// AfterAll
// Benchmark Process 67112 has exited with code 0.

Mean = 7.980 μs, StdErr = 0.046 μs (0.57%), N = 54, StdDev = 0.334 μs
Min = 6.767 μs, Q1 = 7.864 μs, Median = 7.999 μs, Q3 = 8.244 μs, Max = 8.452 μs
IQR = 0.380 μs, LowerFence = 7.294 μs, UpperFence = 8.813 μs
ConfidenceInterval = [7.822 μs; 8.139 μs] (CI 99.9%), Margin = 0.159 μs (1.99% of Mean)
Skewness = -1.65, Kurtosis = 6.9, MValue = 2.1

// ** Remained 0 (0.0%) benchmark(s) to run. Estimated finish 2025-12-01 20:06 (0h 0m from now) **
Successfully reverted power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\SkipToListBenchmark-report.csv
  BenchmarkDotNet.Artifacts\results\SkipToListBenchmark-report-github.md
  BenchmarkDotNet.Artifacts\results\SkipToListBenchmark-report.html

// * Detailed results *
SkipToListBenchmark.SkipTakeToList: Job-HFWDAV(Runtime=.NET 10.0, Toolchain=net10.0)
Runtime = .NET 10.0.0 (10.0.25.52411), X64 RyuJIT AVX2; GC = Concurrent Server
Mean = 7.878 μs, StdErr = 0.387 μs (4.92%), N = 99, StdDev = 3.853 μs
Min = 1.873 μs, Q1 = 4.595 μs, Median = 7.777 μs, Q3 = 10.160 μs, Max = 18.211 μs
IQR = 5.565 μs, LowerFence = -3.752 μs, UpperFence = 18.507 μs
ConfidenceInterval = [6.564 μs; 9.192 μs] (CI 99.9%), Margin = 1.314 μs (16.68% of Mean)
Skewness = 0.42, Kurtosis = 2.52, MValue = 2.43
-------------------- Histogram --------------------
[ 0.779 μs ;  2.173 μs) | @@@
[ 2.173 μs ;  4.977 μs) | @@@@@@@@@@@@@@@@@@@@@@@
[ 4.977 μs ;  7.313 μs) | @@@@@@@@@@@@@@@@@
[ 7.313 μs ;  9.499 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@
[ 9.499 μs ; 11.960 μs) | @@@@@@@@@@@@@
[11.960 μs ; 14.494 μs) | @@@@@@@@@@
[14.494 μs ; 17.103 μs) | @@@@
[17.103 μs ; 19.304 μs) | @
---------------------------------------------------

SkipToListBenchmark.SkipTakeToList: Job-NFJGQR(Runtime=.NET 9.0, Toolchain=net9.0)
Runtime = .NET 9.0.11 (9.0.1125.51716), X64 RyuJIT AVX2; GC = Concurrent Server
Mean = 7.980 μs, StdErr = 0.046 μs (0.57%), N = 54, StdDev = 0.334 μs
Min = 6.767 μs, Q1 = 7.864 μs, Median = 7.999 μs, Q3 = 8.244 μs, Max = 8.452 μs
IQR = 0.380 μs, LowerFence = 7.294 μs, UpperFence = 8.813 μs
ConfidenceInterval = [7.822 μs; 8.139 μs] (CI 99.9%), Margin = 0.159 μs (1.99% of Mean)
Skewness = -1.65, Kurtosis = 6.9, MValue = 2.1
-------------------- Histogram --------------------
[6.651 μs ; 6.895 μs) | @@
[6.895 μs ; 7.190 μs) | 
[7.190 μs ; 7.423 μs) | @
[7.423 μs ; 7.593 μs) | 
[7.593 μs ; 7.844 μs) | @@@@@@@@
[7.844 μs ; 8.076 μs) | @@@@@@@@@@@@@@@@@@@@@@@
[8.076 μs ; 8.353 μs) | @@@@@@@@@@@@@@@@@
[8.353 μs ; 8.568 μs) | @@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet v0.15.2, Windows 11 (10.0.26200.7093)
Intel Core i7-10850H CPU 2.70GHz (Max: 2.71GHz), 1 CPU, 12 logical and 6 physical cores
.NET SDK 10.0.100
  [Host]     : .NET 9.0.11 (9.0.1125.51716), X64 RyuJIT AVX2
  Job-HFWDAV : .NET 10.0.0 (10.0.25.52411), X64 RyuJIT AVX2
  Job-NFJGQR : .NET 9.0.11 (9.0.1125.51716), X64 RyuJIT AVX2


| Method         | Runtime   | Mean     | Ratio | 
|--------------- |---------- |---------:|------:|
| SkipTakeToList | .NET 10.0 | 7.878 μs |  0.99 | 
| SkipTakeToList | .NET 9.0  | 7.980 μs |  1.00 | 

// * Hints *
Outliers
  SkipToListBenchmark.SkipTakeToList: Runtime=.NET 10.0, Toolchain=net10.0 -> 1 outlier  was  removed (30.71 μs)
  SkipToListBenchmark.SkipTakeToList: Runtime=.NET 9.0, Toolchain=net9.0   -> 1 outlier  was  removed, 3 outliers were detected (6.79 μs, 6.82 μs, 10.65 μs)
HideColumnsAnalyser
  Summary -> Hidden columns: Error, StdDev, RatioSD

// * Legends *
  Mean  : Arithmetic mean of all measurements
  Ratio : Mean of the ratio distribution ([Current]/[Baseline])
  1 μs  : 1 Microsecond (0.000001 sec)

// ***** BenchmarkRunner: End *****
Run time: 00:04:48 (288.41 sec), executed benchmarks: 2

Global total time: 00:07:01 (421.36 sec), executed benchmarks: 2
// * Artifacts cleanup *
Artifacts cleanup is finished
